FFT TEST on matrix sizes: [2, 4, 8, 16, 32, 64, 128, 256, 512, 1024, 2048, 4096, 8192, 16384, 32768, 65536, 131072, 262144, 524288]
2	0	0
4	1.497891	3.2414997
8	8.150823	25.47816
16	20.407837	68.08528
32	51.59532	180.50806
64	123.54778	436.321
128	289.0031	1033.0516
256	661.04974	2367.469
512	1493.6307	5370.2993
1024	3332.2944	11986.787
2048	7377.127	26575.236
4096	16206.262	58388.945
8192	35412.57	127660.52
16384	76967.27	277474.9
32768	166693.69	601093.2
65536	360305.78	1299272.6
